species_id,version_id,language_id,flavor_text
1,24,8,"Dopo la nascita, cresce traendo nutrimento dal seme
piantato sul suo dorso."
1,24,9,"For some time after its birth, it grows by gaining
nourishment from the seed on its back."
1,24,11,"生まれてから　しばらくの　あいだは
背中の　タネから　栄養を　もらって
大きく　育つ。"
1,24,14,"Después de nacer, crece alimentándose de las
semillas de su lomo."
1,25,1,"ひなたで　ひるねを　する　すがたを　みかける。
たいようの　ひかりを　いっぱい　あびることで
せなかの　タネが　おおきく　そだつのだ。"
1,25,3,"양지에서 낮잠 자는 모습을 볼 수 있다.
태양의 빛을 많이 받으면
등의 씨앗이 크게 자란다."
1,25,5,"Bulbizarre passe son temps à faire la sieste sous le soleil.
Il y a une graine sur son dos. Il absorbe les rayons du soleil
pour faire doucement pousser la graine."
1,25,6,"Bisasam macht gern einmal ein Nickerchen im
Sonnenschein. Auf seinem Rücken trägt es einen
Samen. Indem es Sonnenstrahlen aufsaugt,
wird der Samen zunehmend größer."
1,25,7,"A Bulbasaur es fácil verle echándose una siesta al sol.
La semilla que tiene en el lomo va creciendo cada vez más
a medida que absorbe los rayos del sol."
1,25,8,"È possibile vedere Bulbasaur mentre schiaccia un pisolino
sotto il sole. Ha un seme piantato sulla schiena. Grazie ai
raggi solari il seme cresce ingrandendosi progressivamente."
1,25,9,"Bulbasaur can be seen napping in bright sunlight.
There is a seed on its back. By soaking up the sun’s rays,
the seed grows progressively larger."
1,25,11,"日なたで　昼寝を　する　姿を　見かける。
太陽の　光を　いっぱい　浴びることで
背中の　タネが　大きく　育つのだ。"
1,25,14,"A Bulbasaur es fácil verle echándose una siesta al sol.
La semilla que tiene en el lomo va creciendo cada vez más
a medida que absorbe los rayos del sol."
1,26,1,"ひなたで　ひるねを　する　すがたを　みかける。
たいようの　ひかりを　いっぱい　あびることで
せなかの　タネが　おおきく　そだつのだ。"
1,26,3,"양지에서 낮잠 자는 모습을 볼 수 있다.
태양의 빛을 많이 받으면
등의 씨앗이 크게 자란다."
1,26,5,"Bulbizarre passe son temps à faire la sieste sous le soleil.
Il y a une graine sur son dos. Il absorbe les rayons du soleil
pour faire doucement pousser la graine."
1,26,6,"Bisasam macht gern einmal ein Nickerchen im
Sonnenschein. Auf seinem Rücken trägt es einen
Samen. Indem es Sonnenstrahlen aufsaugt,
wird er zunehmend größer."
1,26,7,"A Bulbasaur es fácil verle echándose una siesta al sol.
La semilla que tiene en el lomo va creciendo cada vez más
a medida que absorbe los rayos del sol."
1,26,8,"È possibile vedere Bulbasaur mentre schiaccia un pisolino
sotto il sole. Ha un seme piantato sulla schiena. Grazie ai
raggi solari il seme cresce ingrandendosi progressivamente."
1,26,9,"Bulbasaur can be seen napping in bright sunlight.
There is a seed on its back. By soaking up the sun’s rays,
the seed grows progressively larger."
1,26,11,"日なたで　昼寝を　する　姿を　見かける。
太陽の　光を　いっぱい　浴びることで
背中の　タネが　大きく　育つのだ。"
1,26,14,"A Bulbasaur es fácil verle echándose una siesta al sol.
La semilla que tiene en el lomo va creciendo cada vez más
a medida que absorbe los rayos del sol."
1,31,1,"なんにちだって　なにも　たべなくても
げんき！　せなかのタネに　たくさん
えいようが　あるから　へいきだ！"
1,31,3,"며칠 동안 아무것도 먹지 않아도
건강하다! 등에 있는 씨앗에는
많은 영양분이 있어서 문제없다!"
1,31,4,"背上的種子裡存著很多營養，
所以就算好幾天不吃東西
也能活得好好的！"
1,31,5,"Il peut survivre plusieurs jours sans manger
grâce aux nutriments contenus dans le bulbe
sur son dos."
1,31,6,"Es kommt tagelang ohne Nahrung aus, da es
in den Samen auf seinem Rücken Nährstoffe
speichert."
1,31,7,"Puede sobrevivir largo tiempo sin probar
bocado gracias a los nutrientes que guarda
en el bulbo del lomo."
1,31,8,"Questo Pokémon può stare a lungo senza
mangiare. Accumula energia nel bulbo che
ha sulla schiena."
1,31,9,"It can go for days without eating a single morsel.
In the bulb on its back, it stores energy."
1,31,11,"何日だって　なにも　食べなくても
元気！　背中のタネに　たくさん
栄養が　あるから　平気だ！"
1,31,12,"背上的种子里储存着营养，
所以即使好几天不吃东西
也可以活得好好的！"
1,31,14,"Puede sobrevivir largo tiempo sin probar
bocado gracias a los nutrientes que guarda
en el bulbo del lomo."
1,32,1,"なんにちだって　なにも　たべなくても
げんき！　せなかのタネに　たくさん
えいようが　あるから　へいきだ！"
1,32,3,"며칠 동안 아무것도 먹지 않아도
건강하다! 등에 있는 씨앗에는
많은 영양분이 있어서 문제없다!"
1,32,4,"背上的種子裡存著很多營養，
所以就算好幾天不吃東西
也能活得好好的！"
1,32,5,"Il peut survivre plusieurs jours sans manger
grâce aux nutriments contenus dans le bulbe
sur son dos."
1,32,6,"Es kommt tagelang ohne Nahrung aus, da es
in den Samen auf seinem Rücken Nährstoffe
speichert."
1,32,7,"Puede sobrevivir largo tiempo sin probar
bocado gracias a los nutrientes que guarda
en el bulbo del lomo."
1,32,8,"Questo Pokémon può stare a lungo senza
mangiare. Accumula energia nel bulbo che
ha sulla schiena."
1,32,9,"It can go for days without eating a single morsel.
In the bulb on its back, it stores energy."
1,32,11,"何日だって　なにも　食べなくても
元気！　背中のタネに　たくさん
栄養が　あるから　平気だ！"
1,32,12,"背上的种子里储存着营养，
所以即使好几天不吃东西
也可以活得好好的！"
1,32,14,"Puede sobrevivir largo tiempo sin probar
bocado gracias a los nutrientes que guarda
en el bulbo del lomo."
1,33,1,"うまれたときから　せなかに
しょくぶつの　タネが　あって
すこしずつ　おおきく　そだつ。"
1,33,3,"태어났을 때부터 등에
식물의 씨앗이 있으며
조금씩 크게 자란다."
1,33,4,"從出生的時候開始
背上就有一顆植物種子。
這顆種子會漸漸地長大。"
1,33,5,"Il y a une graine sur son dos depuis sa naissance.
Elle grossit un peu chaque jour."
1,33,6,"Dieses Pokémon trägt von Geburt an einen
Samen auf dem Rücken, der im Laufe der Zeit
keimt und wächst."
1,33,7,"Este Pokémon nace con una semilla en el lomo,
que brota con el paso del tiempo."
1,33,8,"Fin dalla nascita questo Pokémon ha sulla schiena
un seme che cresce lentamente."
1,33,9,"There is a plant seed on its back right from the
day this Pokémon is born. The seed slowly
grows larger."
1,33,11,"生まれたときから　背中に
植物の　タネが　あって
少しずつ　大きく　育つ。"
1,33,12,"从出生的时候开始，
背上就有一颗植物种子。
这颗种子会渐渐地长大。"
1,33,14,"Este Pokémon nace con una semilla en el lomo,
que brota con el paso del tiempo."
1,34,1,"うまれて　しばらくの　あいだ
せなかの　タネに　つまった
えいようを　とって　そだつ。"
1,34,3,"태어나서 얼마 동안
등의 씨앗에 담긴
영양을 섭취하며 자란다."
1,34,4,"在出生後的一段時間內，
牠會吸收背上種子裡
儲存著的營養成長。"
1,34,5,"Quand il est jeune, il absorbe les nutriments
conservés dans son dos pour grandir
et se développer."
1,34,6,"Nach der Geburt nimmt es für eine Weile
Nährstoffe über den Samen auf seinem
Rücken auf."
1,34,7,"Desde que nace, crece alimentándose de los
nutrientes que contiene la semilla de su lomo."
1,34,8,"Appena nato, trae nutrimento dalle sostanze
contenute nel seme sul dorso."
1,34,9,"While it is young, it uses the nutrients that are
stored in the seed on its back in order to grow."
1,34,11,"生まれて　しばらくの　あいだ
背中の　タネに　つまった
栄養を　とって　育つ。"
1,34,12,"在出生后的一段时间内，
它会吸收背上种子里
储存着的营养成长。"
1,34,14,"Desde que nace, crece alimentándose de los
nutrientes que contiene la semilla de su lomo."
2,1,9,"When the bulb on
its back grows
large, it appearsto lose the
ability to stand
on its hind legs."
2,2,9,"When the bulb on
its back grows
large, it appearsto lose the
ability to stand
on its hind legs."
2,3,9,"The bulb on its
back grows by
drawing energy.It gives off an
aroma when it is
ready to bloom."
2,4,9,"Exposure to sun­
light adds to its
strength. Sunlightalso makes the bud
on its back grow
larger."
2,5,9,"If the bud on its
back starts to
smell sweet, itis evidence that
the large flower
will soon bloom."
2,6,9,"The bulb on its
back grows as it
absorbs nutrients.The bulb gives off
a pleasant aroma
when it blooms."
2,7,9,"There is a bud on this POKéMON’s back.
To support its weight, IVYSAUR’s legs
and trunk grow thick and strong.If it starts spending more time lying
in the sunlight, it’s a sign that the
bud will bloom into a large flower soon."
2,8,9,"There is a bud on this POKéMON’s back.
To support its weight, IVYSAUR’s legs
and trunk grow thick and strong.If it starts spending more time lying
in the sunlight, it’s a sign that the
bud will bloom into a large flower soon."
2,9,9,"To support its bulb, IVYSAUR’s legs
grow sturdy. If it spends more time lying in
the sunlight, the bud will soon bloom into
a large flower."
2,10,9,"There is a plant bulb on its back.
When it absorbs nutrients, the bulb is said
to blossom into a large flower."
2,11,9,"When the bulb on its back grows large, it
appears to lose the ability to stand on
its hind legs."
2,12,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,13,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,14,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,15,9,"Exposure to sunlight adds to its
strength. Sunlight also makes the
bud on its back grow larger."
2,16,9,"If the bud on its back starts to
smell sweet, it is evidence that
the large flower will soon bloom."
2,17,5,"Lorsque le bourgeon sur son dos
éclot, il répand un doux parfum
pour célébrer sa floraison."
2,17,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,18,5,"Lorsque le bourgeon sur son dos
éclot, il répand un doux parfum
pour célébrer sa floraison."
2,18,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,21,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,22,9,"When the bud on its back starts
swelling, a sweet aroma wafts to
indicate the flower’s coming bloom."
2,23,1,"つぼみが　せなかに　ついていて
ようぶんを　きゅうしゅうしていくと
おおきな　はなが　さくという。"
2,23,3,"꽃봉오리가 등에 붙어 있으며
양분을 흡수해가면
커다란 꽃이 핀다고 한다."
2,23,5,"Il y a un bulbe sur son dos. On dit que s’il absorbe
assez de nutriments, ce bulbe se transforme en
une jolie fleur."
2,23,6,"Es trägt eine Knospe auf seinem Rücken. Nimmt es
Nahrung zu sich, soll aus der Knospe eine große
blühende Blume werden."
2,23,7,"Este Pokémon tiene un bulbo en el lomo. Dicen que,
al absorber nutrientes, el bulbo se transforma en una
flor grande."
2,23,8,"Dopo aver assorbito sufficienti sostanze nutrienti,
il bulbo sulla schiena sboccia in un magnifico fiore."
2,23,9,"There is a plant bulb on its back.
When it absorbs nutrients, the bulb is said to
blossom into a large flower."
2,23,11,"つぼみが　背中に　ついていて
養分を　吸収していくと
大きな　花が　咲くという。"
2,23,14,"Este Pokémon tiene un bulbo en el lomo. Dicen que,
al absorber nutrientes, el bulbo se transforma en una
flor grande."
2,24,1,"せなかの　つぼみが　ふくらみだすと
あまい　においが　ただよいはじめる。
たいりんの　はなが　さく　まえぶれ。"
2,24,3,"등의 봉오리가 부풀어 오르면
달콤한 냄새가 감돌기 시작한다.
큰 꽃이 필 조짐이다."
2,24,5,"Lorsque le bourgeon sur son dos éclot, il répand
un doux parfum pour célébrer sa floraison."
2,24,6,"Sobald die Knospe auf seinem Rücken ein süßes
Aroma abgibt, steht die Blüte kurz bevor."
2,24,7,"Cuando el bulbo de su lomo se hincha, desprende un
dulce aroma para indicar el florecimiento."
2,24,8,"Quando il bocciolo che ha sul dorso si gonfia, emana
un dolce profumo. È indice dell’imminente fioritura."
2,24,9,"When the bud on its back starts swelling, a sweet
aroma wafts to indicate the flower’s coming bloom."
2,24,11,"背中の　つぼみが　ふくらみ出すと
甘い　においが　漂いはじめる。
大輪の　花が　咲く　前触れ。"
2,24,14,"Cuando el bulbo de su lomo se hincha, desprende un
dulce aroma para indicar el florecimiento."
2,25,1,"つぼみを　ささえるため　あしこしが　つよくなる。
ひなたで　じっとする　じかんが　ながくなれば
いよいよ　たいりんの　はなが　さくころだ。"
2,25,3,"꽃봉오리를 지탱하기 위해 하반신이 강해진다.
양지에서 가만히 있는 시간이 길어지면
드디어 커다란 꽃이 필 때다."
2,25,5,"Un bourgeon a poussé sur le dos de ce Pokémon. Pour en
supporter le poids, Herbizarre a dû se muscler les pattes.
Lorsqu’il commence à se prélasser au soleil, ça signifie que
son bourgeon va éclore, donnant naissance à une fleur."
2,25,6,"Bisaknosp hat eine Knospe auf seinem Rücken.
Beine und Rumpf sind kräftig genug, um sein Gewicht
zu tragen. Wenn es lange in der Sonne liegt, ist das
ein Anzeichen dafür, dass die Knospe bald blüht."
2,25,7,"Este Pokémon lleva un bulbo en el lomo y, para poder con
su peso, tiene unas patas y un tronco gruesos y fuertes.
Si empieza a pasar más tiempo al sol, será porque el bulbo
está a punto de hacerse una flor grande."
2,25,8,"C’è un germoglio piantato nella schiena di Ivysaur.
Per sopportarne il peso, le zampe e il corpo crescono robusti.
Quando inizia a passare più tempo esposto al sole, significa
che il germoglio sboccerà presto in un grande fiore."
2,25,9,"There is a bud on this Pokémon’s back. To support its weight,
Ivysaur’s legs and trunk grow thick and strong.
If it starts spending more time lying in the sunlight,
it’s a sign that the bud will bloom into a large flower soon."
2,25,11,"つぼみを　支えるため　足腰が　強くなる。
日なたで　じっとする　時間が　長くなれば
いよいよ　大輪の　花が　咲くころだ。"
2,25,14,"Este Pokémon lleva un bulbo en el lomo y, para poder con
su peso, tiene unas patas y un tronco gruesos y fuertes.
Si empieza a pasar más tiempo al sol, será porque el bulbo
está a punto de hacerse una flor grande."
2,26,1,"つぼみを　ささえるため　あしこしが　つよくなる。
ひなたで　じっとする　じかんが　ながくなれば
いよいよ　たいりんの　はなが　さくころだ。"
2,26,3,"꽃봉오리를 지탱하기 위해 하반신이 강해진다.
양지에서 가만히 있는 시간이 길어지면
드디어 커다란 꽃이 필 때다."
2,26,5,"Un bourgeon a poussé sur le dos de ce Pokémon. Pour en
supporter le poids, Herbizarre a dû se muscler les pattes.
Lorsqu’il commence à se prélasser au soleil, ça signifie que
son bourgeon va éclore, donnant naissance à une fleur."
2,26,6,"Bisaknosp hat eine Knospe auf seinem Rücken. Seine Beine
und sein Stamm sind kräftig genug, um sein Gewicht zu tragen.
Wenn es lange in der Sonne liegt, ist das ein Anzeichen dafür,
dass die Knospe bald blüht."
2,26,7,"Este Pokémon lleva un bulbo en el lomo y, para poder con
su peso, tiene unas patas y un tronco gruesos y fuertes.
Si empieza a pasar más tiempo al sol, será porque el bulbo
está a punto de hacerse una flor grande."
2,26,8,"C’è un germoglio piantato nella schiena di Ivysaur.
Per sopportarne il peso, le zampe e il corpo crescono robusti.
Quando inizia a passare più tempo esposto al sole, significa
che il germoglio sboccerà presto in un grande fiore."
2,26,9,"There is a bud on this Pokémon’s back. To support its weight,
Ivysaur’s legs and trunk grow thick and strong.
If it starts spending more time lying in the sunlight,
it’s a sign that the bud will bloom into a large flower soon."
2,26,11,"つぼみを　支えるため　足腰が　強くなる。
日なたで　じっとする　時間が　長くなれば
いよいよ　大輪の　花が　咲くころだ。"
2,26,14,"Este Pokémon lleva un bulbo en el lomo y, para poder con
su peso, tiene unas patas y un tronco gruesos y fuertes.
Si empieza a pasar más tiempo al sol, será porque el bulbo
está a punto de hacerse una flor grande."
2,31,1,"ようぶんを　とって　おおきくなった
つぼみから　かおりが　ただよいだすと
もうすぐ　ハナがひらく　しょうこだ。"
2,31,3,"양분을 흡수해서 커진 봉오리에서
향기가 나기 시작하면
곧 꽃이 핀다는 증거다."
2,31,4,"在吸收了養分後，
變大的花苞開始飄出香氣時，
就表示快要開花了。"
2,31,5,"En emmagasinant de l’énergie, son bulbe grossit.
Un arôme en émane quand il s’apprête à éclore."
2,31,6,"Die Knospe auf seinem Rücken wächst, indem
sie Nährstoffe absorbiert. Kurz vor der Blüte
sondert sie einen Duft ab."
2,31,7,"Su bulbo crece a medida que absorbe nutrientes.
Desprende un cierto aroma cuando está a punto
de florecer."
2,31,8,"Il suo bocciolo cresce assorbendo nutrimento e,
quando è prossimo alla fioritura, emana un
forte profumo."
2,31,9,"The bud on its back grows by drawing energy. It
gives off an aroma when it is ready to bloom."
2,31,11,"養分を　摂って　大きくなった
つぼみから　香りが　漂いだすと
もうすぐ　ハナが開く　証拠だ。"
2,31,12,"它的花苞会在吸收养分后
长大。当花苞发出香味时，
就预示着它快要开花了。"
2,31,14,"Su bulbo crece a medida que absorbe nutrientes.
Desprende un cierto aroma cuando está a punto
de florecer."
2,32,1,"ようぶんを　とって　おおきくなった
つぼみから　かおりが　ただよいだすと
もうすぐ　ハナがひらく　しょうこだ。"
2,32,3,"양분을 흡수해서 커진 봉오리에서
향기가 나기 시작하면
곧 꽃이 핀다는 증거다."
2,32,4,"在吸收了養分後，
變大的花苞開始飄出香氣時，
就表示快要開花了。"
2,32,5,"En emmagasinant de l’énergie, son bulbe grossit.
Un arôme en émane quand il s’apprête à éclore."
2,32,6,"Die Knospe auf seinem Rücken wächst, indem
sie Nährstoffe absorbiert. Kurz vor der Blüte
sondert sie einen Duft ab."
2,32,7,"Su bulbo crece a medida que absorbe nutrientes.
Desprende un cierto aroma cuando está a punto
de florecer."
2,32,8,"Il suo bocciolo cresce assorbendo nutrimento e,
quando è prossimo alla fioritura, emana un
forte profumo."
2,32,9,"The bud on its back grows by drawing energy. It
gives off an aroma when it is ready to bloom."
2,32,11,"養分を　摂って　大きくなった
つぼみから　香りが　漂いだすと
もうすぐ　ハナが開く　証拠だ。"
2,32,12,"它的花苞会在吸收养分后
长大。当花苞发出香味时，
就预示着它快要开花了。"
2,32,14,"Su bulbo crece a medida que absorbe nutrientes.
Desprende un cierto aroma cuando está a punto
de florecer."
2,33,1,"せなかの　つぼみが　おおきく
そだってくると　２ほんあしで
たつことが　できなくなるらしい。"
2,33,3,"등에 있는 봉오리가 크게
자라면 두 다리로
설 수 없게 되는 듯하다."
2,33,4,"當背上的花苞長大之後，
牠似乎就無法再用兩隻腳
站立起來了。"
2,33,5,"Son bulbe dorsal est devenu si gros qu’il ne peut
plus se tenir sur ses pattes postérieures."
2,33,6,"Sobald die Knospe auf seinem Rücken groß wird,
kann Bisaknosp nicht mehr auf zwei Beinen
stehen."
2,33,7,"Cuando le crece bastante el bulbo del lomo,
pierde la capacidad de erguirse sobre las patas
traseras."
2,33,8,"Il bulbo sulla schiena è cresciuto così tanto
da impedirgli di alzarsi in piedi sulle zampe
posteriori."
2,33,9,"When the bulb on its back grows large, it
appears to lose the ability to stand on its
hind legs."
2,33,11,"背中の　つぼみが　大きく
育ってくると　２本脚で
立つことが　できなくなるらしい。"
2,33,12,"当背上的花苞长大之后，
它似乎就无法再用两只脚
站立起来了。"
2,33,14,"Cuando le crece bastante el bulbo del lomo,
pierde la capacidad de erguirse sobre las patas
traseras."
2,34,1,"たいようの　ひかりを　あびるほど
からだに　ちからが　わいて　せなかの
つぼみが　そだっていく。"
2,34,3,"햇빛을 받을수록
몸에 힘이 솟아나
등의 꽃봉오리가 자라난다."
2,34,4,"沐浴在陽光下越久，
身體內會湧出越多力量，
背上的花苞也會漸漸成長。"
2,34,5,"La lumière du soleil le rend plus fort et vigoureux.
Le bulbe sur son dos grossit en conséquence."
2,34,6,"Die Sonne macht es stärker. Die Knospe auf
seinem Rücken wächst unter dem Einfluss von
Sonnenlicht."
2,34,7,"La luz del sol lo fortalece y hace que le crezca el
capullo que tiene en el lomo."
2,34,8,"L’esposizione alla luce solare lo rafforza
e fa crescere il bocciolo che ha sul dorso."
2,34,9,"Exposure to sunlight adds to its strength.
Sunlight also makes the bud on its back
grow larger."
2,34,11,"太陽の　光を　浴びるほど
体に　力が　わいて　背中の
つぼみが　育っていく。"
2,34,12,"沐浴在阳光下越久，
身体内会涌出越多力量，
背上的花苞也会渐渐成长。"
2,34,14,"La luz del sol lo fortalece y hace que le crezca el
capullo que tiene en el lomo."
3,1,9,"The plant blooms
when it is
absorbing solarenergy. It stays
on the move to
seek sunlight."
3,2,9,"The plant blooms
when it is
absorbing solarenergy. It stays
on the move to
seek sunlight."
3,3,9,"The flower on its
back catches the
sun's rays.The sunlight is
then absorbed and
used for energy."
3,4,9,"By spreading the
broad petals of
its flower andcatching the sun's
rays, it fills its
body with power."
3,5,9,"It is able to con­
vert sunlight into
energy. As aresult, it is more
powerful in the
summertime."
3,6,9,"As it warms it­
self and absorbs
the sunlight, itsflower petals
release a pleasant
fragrance."
3,7,9,"There is a large flower on VENUSAUR’s
back. The flower is said to take on vivid
colors if it gets plenty of nutritionand sunlight. The flower’s aroma
soothes the emotions of people."
3,8,9,"There is a large flower on VENUSAUR’s
back. The flower is said to take on vivid
colors if it gets plenty of nutritionand sunlight. The flower’s aroma
soothes the emotions of people."
3,9,9,"VENUSAUR’s flower is said to take on vivid
colors if it gets plenty of nutrition and
sunlight. The flower’s aroma soothes the
emotions of people."
3,10,9,"A bewitching aroma wafts from its flower.
The fragrance becalms those engaged in
a battle."
3,11,9,"Its plant blooms when it is absorbing
solar energy. It stays on the move to
seek sunlight."
3,12,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,13,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,14,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,15,9,"By spreading the broad petals of
its flower and catching the sun’s
rays, it fills its body with power."
3,16,9,"It is able to convert sunlight into
energy. As a result, it is more
powerful in the summertime."
3,17,5,"Le parfum de sa fleur se fait plus
pénétrant les lendemains de pluie.
Cela appâte les autres Pokémon."
3,17,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,18,5,"Le parfum de sa fleur se fait plus
pénétrant les lendemains de pluie.
Cela appâte les autres Pokémon."
3,18,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,21,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,22,9,"After a rainy day, the flower on
its back smells stronger. The
scent attracts other Pokémon."
3,23,1,"おおきな　はなびらを　ひろげ
たいようの　ひかりを　あびていると
からだに　げんきが　みなぎっていく。"
3,23,3,"큰 꽃잎을 펼쳐
햇빛을 받고 있으면
몸에 힘이 넘쳐흐른다."
3,23,5,"Ses pétales lui servent à capter la lumière du soleil.
Il peut ainsi en canaliser l’énergie."
3,23,6,"Es spreizt die breiten Blätter seiner Blüte,
um seinen Körper mit Sonnenenergie
zu durchfluten."
3,23,7,"Llena su cuerpo de energía con los rayos solares que
captan los anchos pétalos de su flor."
3,23,8,"Si riempie di energia grazie ai grandi petali del fiore,
che spalanca catturando i raggi solari."
3,23,9,"By spreading the broad petals of its flower
and catching the sun’s rays, it fills its body
with power."
3,23,11,"大きな　花びらを　広げ
太陽の　光を　浴びていると
体に　元気が　みなぎっていく。"
3,23,14,"Llena su cuerpo de energía con los rayos solares que
captan los anchos pétalos de su flor."
3,24,1,"あめの　ふった　よくじつは　せなかの
はなの　かおりが　つよまる。かおりに
さそわれ　ポケモンが　あつまる。"
3,24,3,"비가 내린 다음 날은 등의
꽃향기가 강해진다. 향기에
이끌려 포켓몬이 모여든다."
3,24,5,"Le parfum de sa fleur se fait plus pénétrant les
lendemains de pluie. Cela appâte les autres Pokémon."
3,24,6,"Nach einem Regentag riecht die Blume auf seinem
Rücken intensiver. Das Aroma zieht andere
Pokémon an."
3,24,7,"Después de un día de lluvia, la flor de su lomo tiene
un aroma más potente y atrae a otros Pokémon."
3,24,8,"Dopo la pioggia, il fiore sul suo dorso emana un
profumo più intenso e attira gli altri Pokémon."
3,24,9,"After a rainy day, the flower on its back smells
stronger. The scent attracts other Pokémon."
3,24,11,"雨の　降った　翌日は
背中の　花の　香りが　強まる。
香りに　誘われ　ポケモンが　集まる。"
3,24,14,"Después de un día de lluvia, la flor de su lomo tiene
un aroma más potente y atrae a otros Pokémon."
3,25,1,"じゅうぶんな　えいようと　たいようの　ひかりが
はなの　いろを　あざやかに　すると　いわれる。
はなの　かおりは　ひとの　こころを　いやす。"
3,25,3,"충분한 영양분과 태양의 빛이
꽃의 색을 선명하게 만든다고 한다.
꽃의 향기는 사람의 마음을 치유한다."
3,25,5,"Une belle fleur se trouve sur le dos de Florizarre.
Elle prend une couleur vive lorsqu’elle est bien nourrie et bien
ensoleillée. Le parfum de cette fleur peut apaiser les gens."
3,25,6,"Bisaflor hat eine Blume auf seinem Rücken. Wenn sie
viel Nahrung und Sonne aufnimmt, verfärbt sie sich bunt.
Der Duft der Blume mildert die Emotionen der Menschen."
