language_id,table,id,column,source_crc,string
10,Item,396,name,db3a8540,TM92
10,Item,397,name,893e8794,HM01
10,Item,398,name,1037d62e,HM02
10,Item,399,name,6730e6b8,HM03
10,Item,400,name,f954731b,HM04
10,Item,401,name,8e53438d,HM05
10,Item,402,name,175a1237,HM06
10,Item,403,name,605d22a1,HM07
10,Item,404,name,f0e23f30,HM08
10,Item,659,name,ac3db5d6,TM93
10,Item,660,name,32592075,TM94
10,Item,661,name,455e10e3,TM95
10,ItemCategory,4,name,18991a24,Zbytek
10,ItemCategory,5,name,36935179,V nouzi
10,ItemCategory,7,name,4ff9613b,Typová protekce
10,ItemCategory,8,name,04301177,Jen k pečení
10,ItemCategory,9,name,a928473b,Zběratelské
10,ItemCategory,11,name,6b737987,Do jeskyní
10,ItemCategory,16,name,2c64e8d9,Trénink
10,ItemCategory,17,name,e06adc96,Desky
10,ItemCategory,18,name,6865b70c,Druhové
10,ItemCategory,20,name,dced68a2,Eventové
10,ItemCategory,21,name,f1ceb6d3,Herní
10,ItemCategory,22,name,62cf09e3,Příběhové
10,ItemCategory,23,name,93804dcf,Nepoužité
10,ItemCategory,24,name,060076c9,Kořist
10,ItemCategory,26,name,609c84ea,Vitamíny
10,ItemCategory,27,name,08bd2eb2,Léčící
10,ItemCategory,28,name,bebd2483,Léčící PP
10,ItemCategory,29,name,293d7798,Oživující
10,ItemCategory,32,name,76d4d801,Hnojivo
10,ItemCategory,42,name,f663e557,Drahokamy
10,ItemFlag,1,name,b4787086,Počítatelný
10,ItemFlag,2,description,5159dc6d,Spotřebuje se po použití
10,ItemFlag,2,name,0b28f345,Spotřebující se
10,ItemFlag,3,description,84964751,Použitelný mimo souboj
10,ItemFlag,4,description,2d26fde6,Použitelný v souboji
10,ItemFlag,5,description,24c931a8,Může být držen pokémonem
10,ItemFlag,5,name,cd791ac5,Držitelný
10,ItemFlag,6,description,725033e7,Funguje pasivně při držení
10,ItemFlag,7,description,93e707b2,Použitelný pokémonem při držení
10,ItemFlag,8,description,073d76cb,Nachází se v Sinnohském podzemí
10,ItemFlag,8,name,590e69f7,Podzemí
10,ItemFlingEffect,1,effect,343663e5,Těžce otráví protivníka.
10,ItemPocket,1,name,20dfc649,Předměty
10,ItemPocket,2,name,a14048db,Medicína
10,ItemPocket,3,name,2c755235,Poké Bally
10,ItemPocket,4,name,d9119462,TMka a HMka
10,ItemPocket,5,name,c265b1b4,Bobule
10,ItemPocket,6,name,f1140376,Dopisy
10,Language,1,name,f3e12338,Japonština
10,Language,3,name,96f9ccf5,Korejština
10,Language,4,name,34251e88,Čínština
10,Language,5,name,a8d9cb68,Francouzština
10,Language,6,name,a5984597,Němčina
10,Language,7,name,fba5cca8,Španělština
10,Language,8,name,98045053,Italština
10,Language,9,name,e33e3b9c,Angličtina
10,Location,61,name,b3e82591,Námořní cesta 220
10,Location,62,name,2ae1742b,Námořní cesta 223
10,Location,63,name,5a8b80a4,Námořní cesta 226
10,Location,64,name,aaf314d0,Námořní cesta 230
10,Location,98,name,3dca45a5,Námořní cesta 19
10,Location,100,name,6f3baec2,Námořní cesta 20
10,Location,101,name,183c9e54,Námořní cesta 21
10,Location,121,name,39610944,Námořní cesta 40
10,Location,122,name,4e6639d2,Námořní cesta 41
10,LocationArea,14,name,f430ffe2,chumelenice
10,LocationArea,15,name,3d22a718,vánice
10,LocationArea,24,name,7763497b,Oblast 1
10,LocationArea,25,name,ee6a18c1,Oblast 2
10,LocationArea,26,name,996d2857,Oblast 3
10,LocationArea,27,name,0709bdf4,Oblast 4
10,LocationArea,28,name,700e8d62,Oblast 5
10,LocationArea,29,name,e907dcd8,Oblast 6
10,LocationArea,52,name,bafef2b4,uvnitř
10,LocationArea,58,name,87da6189,vchod
10,LocationArea,59,name,bafef2b4,uvnitř
10,LocationArea,61,name,e41d1a62,1. sloup
10,LocationArea,62,name,7d144bd8,2. sloup
10,LocationArea,63,name,0a137b4e,3. sloup
10,LocationArea,126,name,87da6189,vchod
10,LocationArea,135,name,9cc24903,před zásahem týmu Galactic
10,LocationArea,136,name,476b4de4,po zásahu týmu Galactic
10,LocationArea,144,name,aa83e7d8,"jižně, směrem k Jubilife"
10,LocationArea,145,name,eadc8cd2,"severně, směrem k Floaromě"
10,LocationArea,146,name,238dc7a5,"jižně, směrem k Floaromě"
10,LocationArea,147,name,3a9d6056,"východně, směrem k Eterně"
10,LocationArea,157,name,286b8f9b,"jižně, směrem k Solaceonu"
10,LocationArea,158,name,58f024e4,"západně, směrem k Celesticu"
10,LocationArea,159,name,9beaff3a,"západně, směrem k Eterně"
10,LocationArea,160,name,f1082fed,"východně, směrem k Celesticu"
10,LocationArea,161,name,f28baead,"severně, směrem k Hearthome"
10,LocationArea,162,name,ae4fd824,"východně, směrem k Pastorii"
10,LocationArea,193,name,7a57c43a,Venku
10,LocationArea,194,name,96b7553b,Vnitřek A
10,LocationArea,195,name,0fbe0481,Vnitřek B
10,LocationArea,196,name,78b93417,Vnitřek C
10,LocationArea,197,name,e6dda1b4,Vnitřek D
10,LocationArea,229,name,4695d28d,prázdné patro X
10,LocationArea,231,name,3192e21b,prázdné patro Y
10,LocationArea,238,name,98efa44b,Spodní jeskyně
10,LocationArea,239,name,3ae88ad0,Vrchní jeskyně
10,LocationArea,253,name,8f00d6f7,vstup do Violetu
10,LocationArea,254,name,74f25a17,vstup do Blackthornu 
10,LocationArea,266,name,10891a9e,vchod do jeskyně
10,LocationArea,267,name,4b800254,v jeskyni
10,LocationArea,269,name,b5eafda6,venku
10,LocationArea,271,name,842256b1,podél jeskyně
10,LocationArea,273,name,1ed91fca,vrcholek
10,LocationArea,296,name,3762f01a,"jižně, směrem k Viridianu"
10,LocationArea,320,name,28233684,"severně, směrem k Pewteru"
10,LocationArea,345,name,9e801acf,uprostřed
10,LocationArea,349,name,3e9db05c,Přístav S.S. Anne
10,LocationArea,374,name,b5eafda6,venku
10,LocationArea,377,name,87da6189,vchod
10,LocationArea,490,name,bafef2b4,uvnitř
10,LocationArea,496,name,87da6189,vchod
10,Move,1,name,7eef9650,Facka
10,Move,2,name,9e0525b5,Karatistický úder
10,Move,3,name,95eacd2f,Dvojitá facka
10,Move,4,name,056f009c,Opakovaný úder
10,Move,5,name,457b6309,Megarána
10,Move,6,name,0b4d71d4,Výplata
10,Move,7,name,9bbb70b6,Ohnivý úder
10,Move,8,name,3f7cc89f,Ledový úder
10,Move,9,name,cab90d03,Blesková rána
10,Move,10,name,5ff863eb,Škrábnutí
10,Move,11,name,827bd4bf,Svěrák
10,Move,12,name,a7c35413,Klepetí gilotina
10,Move,13,name,724bbda2,Ostrý vítr
10,Move,14,name,88b5f9fa,Tanec mečů
10,Move,15,name,88bdd21d,Sek
10,Move,16,name,26c78a33,Vzdušný vír
10,Move,17,name,676c1557,Křídlový útok
10,Move,18,name,f77d374d,Odfouknutí
10,Move,19,name,6bc7c553,Let
10,Move,20,name,e6fe5c6d,Omotání
10,Move,21,name,f6d40a17,Náraz
10,Move,22,name,9eb01dc6,Úponkový bič
10,Move,23,name,9e119d06,Dupnutí
10,Move,24,name,4f4d9d7b,Dvojitý kop
10,Move,25,name,82047096,Megakop
10,Move,26,name,f624a204,Kop z výskoku
10,Move,27,name,468bc5a5,Kop s otočkou
10,Move,28,name,2b3a4002,Písečný útok
10,Move,29,name,36e0f4e5,Náraz hlavou
10,Move,30,name,02c7ff53,Rohový útok
10,Move,31,name,1643fd46,Zuřivý útok
10,Move,32,name,7962aadd,Vrtání rohem
10,Move,33,name,1b0e78ef,Nárazový útok
10,Move,34,name,5a2343c8,Zavalení
10,Move,35,name,0c087fe3,Ovinutí
10,Move,36,name,5836ed1a,Sejmutí
10,Move,37,name,40c7dd91,Zuřivost
10,Move,38,name,dc0e55a9,Dvojí ostří
10,Move,39,name,810b41b3,Vrtění ocasem
10,Move,40,name,41f06e03,Jedovaté žihadlo
10,Move,41,name,a596d6cd,Dvojehla
10,Move,42,name,2d55e587,Jehlostřela
10,Move,43,name,181bbea0,Lstivý pohled
10,Move,44,name,21d49620,Kousnutí
10,Move,45,name,8a36550c,Zavrčení
10,Move,46,name,c126dede,Řev
10,Move,47,name,97523d2d,Zpěv
10,Move,48,name,c753f6d3,Ultrazvuk
10,Move,49,name,2d0dc99b,Zvuková vlna
10,Move,50,name,80f874cd,Zákaz
10,Move,51,name,b69de092,Kyselina
10,Move,52,name,72af9f46,Popálení
10,Move,53,name,1eafab30,Plamenomet
10,Move,54,name,5c463043,Mlha
10,Move,55,name,02d2b4dd,Vodní dělo
10,Move,56,name,3cb366ab,Vodní pumpa
10,Move,57,name,131e0af2,Surfování
10,Move,58,name,40b23f44,Ledový paprsek
10,Move,59,name,c454c54e,Vánice
10,Move,60,name,571bba58,Psychický paprsek
10,Move,61,name,53162a19,Bublinomet
10,Move,62,name,f2c58cdc,Polární záře
10,Move,63,name,f0f6f5ce,Hyperpaprsek
10,Move,64,name,30e559c1,Klovnutí
10,Move,65,name,866adf06,Nebozezobák
10,Move,66,name,94585923,Znehybnění
10,Move,67,name,2eab899d,Nízký kop
10,Move,68,name,0e9fade4,Odvetný úder
10,Move,69,name,25f454b4,Seismický vrh
10,Move,70,name,2fcf838e,Síla
10,Move,71,name,1280c428,Vstřebání
10,Move,72,name,551c6070,Megavysátí
10,Move,73,name,b33a8203,Pijavičné semínko
10,Move,74,name,1a4ce4c0,Růst
10,Move,75,name,95dfe9bb,Listová břitva
10,Move,76,name,98554cb5,Sluneční paprsek
10,Move,77,name,ba4737d8,Jedovatý pyl
10,Move,78,name,53a57da7,Omračující pyl
10,Move,79,name,207275ff,Uspávací pyl
10,Move,80,name,c1eb97d1,Tanec listů
10,Move,81,name,4140a02f,Lepivé vlákno
10,Move,82,name,df28c1ca,Dračí hněv
10,Move,83,name,f556f1f1,Ohnivý vír
10,Move,84,name,b7a1c31c,Bleskový šok
10,Move,85,name,f6d30876,Bleskový útok
10,Move,86,name,7b0857ed,Blesková vlna
10,Move,87,name,adc59c6c,Blesk
10,Move,88,name,45b85329,Hod kamenem
10,Move,89,name,a863c1ea,Zemětřesení
10,Move,90,name,205f70da,Puklina v zemi
10,Move,91,name,ef3bd81b,Hrabavý útok
10,Move,92,name,5292a0a7,Toxický útok
10,Move,93,name,4a28e9d1,Zmatení
10,Move,94,name,c81ee961,Psychika
10,Move,95,name,834b9610,Hypnóza
10,Move,96,name,d2b08c9e,Meditace
10,Move,97,name,aabf4613,Hbitost
10,Move,98,name,a8f0b0b9,Hbitý útok
10,Move,99,name,1e31d195,Hněv
10,Move,100,name,21f1f4db,Teleportace
10,Move,101,name,12b1fa46,Noční stín
10,Move,102,name,00e46b13,Napodobení
10,Move,103,name,cd7e3dfb,Zaskřípání
10,Move,104,name,9578e461,Zdvojení
10,Move,105,name,3a35c8d1,Obnovení
10,Move,106,name,caf3af09,Zatvrzení
10,Move,107,name,090aa1af,Zmenšení
10,Move,108,name,1035d176,Kouřová clona
10,Move,109,name,7ee5dcb5,Matoucí paprsek
10,Move,110,name,4ca83dc8,Schování
10,Move,111,name,a0b162fb,Schoulení
10,Move,112,name,2ef3c334,Bariéra
10,Move,113,name,3f20cb45,Světelná zeď
10,Move,114,name,def90a72,Opar
10,Move,115,name,4139f7d5,Zrcadlová zeď
10,Move,116,name,2b5efd83,Soustředění
10,Move,117,name,6b168471,Výzva
10,Move,119,name,ff144f98,Zrcadlový útok
10,Move,120,name,736ed3b7,Sebezničení
10,Move,121,name,9f077858,Vaječná puma
10,Move,122,name,23304882,Oblíznutí
10,Move,123,name,8940a4b0,Smog
10,Move,124,name,63411a53,Bahno
10,Move,125,name,644f433d,Kostěný kyj
10,Move,126,name,f915a562,Výbuch ohně
10,Move,127,name,f563415a,Vodopád
10,Move,128,name,61c258fe,Sevření
10,Move,129,name,6cb05388,Hvězdičky
10,Move,130,name,46bde1fa,Úder lebkou
10,Move,131,name,9621c0f2,Ostnové dělo
10,Move,132,name,cd38825a,Škrcení
10,Move,133,name,39bd2403,Amnézie
10,Move,134,name,f5e54813,Kineze
10,Move,135,name,3738b8ef,Na měkko
10,Move,136,name,39531aa6,Vysoký kop
10,Move,137,name,34c5144b,Hadí pohled
10,Move,138,name,fe22cad8,Požírač snů
10,Move,139,name,74cdebd5,Jedovatý plyn
10,Move,140,name,910575c9,Bombardování
10,Move,141,name,ee705ffb,Vysátí
10,Move,142,name,eb7c0105,Polibek
10,Move,143,name,e29370cd,Nebeský útok
10,Move,144,name,f543030e,Transformace
10,Move,145,name,ec8cf4c1,Bublinky
10,Move,146,name,2da708a7,Zmatený úder
10,Move,147,name,b1f4e024,Výtrus
10,Move,148,name,6e0f7007,Záblesk
10,Move,149,name,3c8db98d,Psy-vlna
10,Move,150,name,bd9411c6,Šplouchnutí
10,Move,151,name,f829493c,Rozpuštění
10,Move,152,name,270de9fa,Krabí kladivo
10,Move,153,name,f366e3bf,Exploze
10,Move,154,name,e55c5dd3,Zuřivé řezání
10,Move,155,name,a3c3bf3e,Kostmerang
10,Move,156,name,5d268eee,Odpočinek
10,Move,157,name,78c4fc7c,Pád skály
10,Move,158,name,1fd03f94,Hypertesák
10,Move,159,name,e8e32c64,Nabroušení
10,Move,160,name,f2cc2494,Konverze
10,Move,161,name,7c97aeb5,Trojitý útok
10,Move,162,name,26aab69f,Supertesák
10,Move,163,name,c60f68f5,Šmik
10,Move,164,name,80ae5069,Zástupce
10,Move,165,name,ce8dbf62,Zoufalý útok
10,Move,166,name,87838b15,Náčrt
10,Move,167,name,4781d4db,Trojitý kop
10,Move,168,name,0e7eeada,Zloděj
10,Move,169,name,588b6055,Pavučina
10,Move,170,name,2e452afc,Čtení mysli
10,Move,171,name,3991ce92,Noční můra
10,Move,172,name,2646b72a,Ohnivý kruh
10,Move,173,name,0132c088,Chrápání
10,Move,174,name,eb2f86f6,Prokletí
10,Move,175,name,d94f4ec5,Škubání
10,Move,177,name,bdd38329,Vzdušný výbuch
10,Move,178,name,0fd1e10a,Chmýří
10,Move,179,name,886597fa,Zvrat
10,Move,180,name,e3233b10,Zlá vůle
10,Move,181,name,1ae60675,Prašan
10,Move,182,name,50c8c9de,Protekce
10,Move,183,name,0945792c,Hbitá pěst
10,Move,184,name,da7ff133,Děsivý škleb
10,Move,185,name,9a8bc753,Matný útok
10,Move,186,name,f391734f,Sladký polibek
10,Move,187,name,6bc7786a,Břišní buben
10,Move,188,name,79050c5f,Bahenní puma
10,Move,189,name,7748e8f2,Plesknutí blátem
10,Move,190,name,4dd92763,Chobozuka
10,Move,191,name,11201819,Střepiny
10,Move,192,name,9908380e,Výbojové dělo
10,Move,193,name,2e0c2866,Vidění
10,Move,194,name,e3f4dc3e,Pouto osudu
10,Move,195,name,7f7b0539,Píseň zániku
10,Move,196,name,a43f0706,Severák
10,Move,197,name,c720a2a5,Detekce
10,Move,198,name,2992a5a0,Příval kostí
10,Move,199,name,38aeca45,Zaměření
10,Move,200,name,e7d5a124,Rozzuření
10,Move,201,name,ced59494,Písečná bouře
10,Move,202,name,a40a03ad,Giga-vysátí
10,Move,203,name,0efab71c,Výdrž
10,Move,204,name,40fcadee,Šarm
10,Move,205,name,bb1dfc13,Valivý útok
10,Move,206,name,f14fbe09,Falešný sek
10,Move,207,name,70ccd23d,Naparování
10,Move,208,name,7b0ae38c,Doušek mléka
10,Move,209,name,5cd2e029,Jiskra
10,Move,210,name,4e371b20,Zuřivé nože
10,Move,211,name,dae09f3a,Ocelové křídlo
10,Move,212,name,256dfc7e,Zlý pohled
10,Move,213,name,726aec2a,Zalíbení
10,Move,214,name,9eca6d4c,Řeč ze sna
10,Move,215,name,7a332cbf,Léčivý zvonek
10,Move,216,name,a0323a39,Opětování
10,Move,217,name,3201978b,Dárek
10,Move,218,name,2e86dd50,Frustrace
10,Move,219,name,68f8cadf,Ochrana
10,Move,220,name,b411b0cf,Půlená bolest
10,Move,221,name,6de736ec,Posvátný oheň
10,Move,222,name,b776ffa2,Magnituda
10,Move,223,name,b94bee5b,Výbušný úder
10,Move,224,name,b58d0ed2,Megaroh
10,Move,225,name,b6ce4c28,Dračí dech
10,Move,226,name,db006c42,Štafeta
10,Move,227,name,829ca903,Přídavek
10,Move,228,name,aea3d916,Pronásledování
